Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Industry PE,EPS,Promoter holding,Debt to equity,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,ROCE3yr avg,Return on capital employed,OPM,Profit after tax,Sales,Sales growth 3Years,Sales growth 5Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,Average return on equity 5Years,Average return on equity 3Years,Return on equity,Return over 1year,Return over 3years,Return over 5years,Return on assets,Sales growth,Sales preceding year,Sales growth 7Years,Operating profit preceding year,Net Profit last year,Sales growth 10Years,Average Earnings 5Year,Free cash flow last year,Free cash flow preceding year,Net cash flow preceding year,Free cash flow 3years,Average return on capital employed 3Years,Average return on capital employed 5Years,Dividend yield,Operating cash flow 3years,Operating cash flow 5years,Operating cash flow 7years,Price to book value,Return over 6months
Delhivery,543529,DELHIVERY,Miscellaneous,399,,40.42,-3.38,0,0.13,-68.47,66.09,2075.54,11.61,-9.98,-1.31,1.56,-227.24,8141.54,30.7,37.54,77.76,12.12,13.37,,,-10.88,-10.8,-2.48,-1.07,,,-2.01,12.68,7225.3,,-451.61,-249.19,,-594.34,4.05,-621.25,100.46,-1397.49,-9.98,-8.83,0,204.59,-424.55,,3.16,-4.27
Delta Corp,532848,DELTACORP,Recreation / Amusement Parks,142.87,18.46,18.72,9.12,33.26,0.02,72.47,-34.98,194.81,-9.1,11.18,11.84,31.71,206.97,925.3,30.24,3.01,-21.11,127.12,2.94,17.19,18.88,6.73,8.25,8.74,-40.95,-8.78,-3.07,7.68,-9.35,1020.77,10.68,366.35,244.66,5.18,139.44,-40.06,34.93,28.36,93.2,11.18,9.55,0.87,450.86,826.25,1156.15,1.52,-8.12
Den Networks,533137,DEN,Entertainment / Electronic Media Software,55.86,12.55,44.59,4.5,74.9,0.01,77.05,-38.95,258.02,-8.8,4.17,7.3,14.16,212.79,1080.75,-6.15,-2.17,14.9,56.46,33.19,18.37,19.22,3.86,5,6.42,58.69,-0.2,-2.35,5.54,-4.4,1130.47,-0.97,151.87,212.79,-0.16,112.22,30.73,40.57,-30.01,98.31,4.17,3.63,0,352.22,837.93,1064.23,0.78,-13.53
Devyani Intl.,543330,DEVYANI,Hotels,166.31,,167.21,0.39,62.74,2.75,-48.96,-104.47,1047.08,38.69,14.45,8.73,18.4,-1143.87,3556.32,46.34,22.1,-507.87,,,,,,-30.8,-112.91,-13.31,,,-28.89,18.63,2997.72,19.08,657.15,-9.66,,-187.49,130.62,212.98,5.14,501.21,14.45,10.12,0,1680.06,2220.34,2589.07,18.96,-11.54
DFM Foods,519588,DFMFOODS,Food - Processing - Indian,461.7,,39.71,-9.68,73.7,0.86,-7.38,-45.56,150.61,-3.04,8.84,-9.51,-7.65,-48.65,603.03,4.66,10.15,-438.76,,,,,12.68,6.05,-14.99,,4.57,14.79,-6.24,10.57,524.06,9.74,55.64,-24.76,12.59,17.08,-20.64,29.24,-7.86,31.44,8.84,15.82,0,85.16,182.53,259.72,17.83,
Dhanuka Agritech,507717,DHANUKA,Pesticides / Agrochemicals - Indian,1765.45,33.66,42.15,52.46,70.18,0.02,59.02,-9.62,368.31,-0.79,28.04,27.07,18.62,239.09,1758.54,8.22,11.82,10.93,4.77,16.66,10.26,10.03,22.53,21.64,20.64,127.87,21.06,34.43,16.02,3.43,1700.22,10.34,278.82,239.09,9.07,201.63,46.4,36.3,2,128.81,28.04,29.36,0.79,374.96,768.1,919.1,6.41,38.54
Dish TV India,532839,DISHTV,Entertainment / Electronic Media Software,15.38,,44.59,-10.68,4.04,,-1989.69,-1761.07,406.95,-19.39,48.26,,40.6,-3161.81,1856.53,-17.02,-21.34,-1098.83,,,,,,,,-15.49,0.39,-12.71,-87.64,-17.92,2261.85,-6.69,1006.36,-1966.57,-2.97,-328.62,85.19,313.11,-0.51,905.73,48.26,29.64,0,2485.8,6263.58,8389.48,,-35.38
Dishman Carbogen,540701,DCAL,Pharmaceuticals - Indian - Bulk Drugs & Formln,168.85,,36.02,-9.79,59.32,0.41,-69.92,-175.62,654.71,5.84,0.64,0.05,10.95,-150.58,2615.77,11.01,4.91,-1701.2,3.72,,,,-0.41,-0.64,-2.63,23.26,-5.47,-4.58,-1.58,8.41,2412.92,6.23,332.2,-153.45,,-23.29,80.85,-352.24,21.55,-372.01,0.64,1.18,0,959.16,2056.96,2565.43,0.5,-12.69
Divi's Lab.,532488,DIVISLAB,Pharmaceuticals - Indian - Bulk Drugs,4551.95,75.47,32.91,60.27,51.92,0,538,67.6,2303,18.04,23.62,16.44,28.11,1600,7845,4.02,9.66,-12.29,-6.96,3.41,6.04,7.52,18.9,17.78,12.15,25.06,-0.35,23.13,10.7,1,7767.51,9.85,2370.24,1600,11.97,1941.64,258,1986.72,-1045.06,3443.32,23.62,25.51,0.66,5632.53,8795.4,10525.56,8.9,16.56
Dixon Technolog.,540699,DIXON,Electronics - Consumer,12531.85,203.86,129.54,61.47,33.44,0.29,97.3,18.05,4657.97,51.95,25.14,28.73,3.94,367.75,17690.9,39.99,42.75,43.17,32.04,42.29,33.77,38.9,23.82,23.28,24.68,194.5,39.63,93.92,6.42,45.1,12192.01,32.58,519.45,374.92,32.09,218.97,15.74,275.53,40.58,146.64,25.14,27.95,0.02,1582.82,1990.27,2055.09,44.26,92.37
Dodla Dairy,543306,DODLA,Food - Processing - Indian,1101.9,40.14,39.71,28.03,60.53,0.04,46.83,107.86,787.45,8.72,19.84,22.08,9.29,163.39,3125.47,17.15,13.06,36.17,8.91,21.68,,,16.05,15.28,15.48,83.31,24.54,,11.97,11.15,2812.03,,192.74,166.74,,118.08,-104.69,56.03,-34.85,52.07,19.84,21.17,0,331.22,741.86,964.9,5.71,26.78
Dolat Algotech,505526,DOLATALGO,Finance & Investments,128.8,14.4,24.42,8.94,74.49,0.11,68.05,893.43,87.78,969.18,30.4,27.11,63.24,157.33,217.36,-0.22,13.43,35.64,2.36,25.48,97.55,22.2,29.64,25.26,21.98,188.47,11.25,23.16,18.41,14.16,190.4,14.84,134.96,157.33,1.77,131.7,-48.5,44.96,-1.86,104.04,30.4,40.99,0.19,109.46,394.39,479.33,2.86,85.46
Dollar Industrie,541403,DOLLAR,Textiles - Products,532.7,33.8,32.72,15.76,72.21,0.38,32.02,770.11,488.37,20.18,16.81,13.86,9.89,89.39,1549.13,14.32,8.53,53.99,0.8,3.5,10.84,20.62,14.64,14.23,11.85,43.82,19.52,17.91,7.43,11.14,1393.8,8.31,99.41,89.39,9.03,88,-87.98,84.74,-0.04,-61.9,16.81,16.78,0.57,133.52,318.8,288.56,3.82,19.17
Dr Lal Pathlabs,539524,LALPATHLAB,Healthcare,2925.15,68.26,45.18,42.85,54.6,0.13,85.8,49.03,545.4,11.08,24.09,25.17,27.37,357.89,2226.64,12.09,13.1,50.18,7.05,12.44,12.72,16.14,21.32,19.97,20.36,21.48,-5.89,21.57,14.99,10.4,2016.88,13.59,489.83,362.3,14.84,291.81,478.78,411.96,-114.46,862.94,24.09,27.57,0.82,1438.05,2120.09,2535.7,13.25,16.08
Dr Reddy's Labs,500124,DRREDDY,Pharmaceuticals - Indian - Bulk Drugs & Formln,6582.85,19.91,36.02,334.37,26.65,0.07,1309.8,36.42,7113.8,12.65,22.45,26.53,28.32,5512.22,28011.1,13.72,12.64,19.89,41.29,24.41,23.58,10.98,16.73,18.67,21.39,27.7,6.43,19.93,15.53,13.54,24669.7,10.2,6470.1,5577.9,7.64,3241.08,1908.3,4009.1,-907.3,7154.9,22.45,18.8,0.61,13241.6,19796,24469.4,3.89,15.64
eClerx Services,532927,ECLERX,Computers - Software - Medium / Small,2502.8,23.94,38.53,104.33,53.61,0.12,129.89,-1.87,766.53,10.59,34.22,32.3,26.48,512.82,2925.54,23.2,15.38,6.69,24.39,17.68,5.43,7.21,23.81,27.28,25.88,42.77,21.22,41.13,19.72,10.49,2647.9,11.92,723.28,511.74,13.28,376.44,461.64,402.51,-2.3,1247.59,34.22,29.6,0.04,1462.42,2159.79,2670.95,5.46,-5.05
EFC (I),512008,,Miscellaneous,559.85,48.06,34.81,11.65,45.57,0.96,27.94,216.06,93.2,54.51,14.87,18.8,43.53,57.98,419.46,,,1402.07,,,,,,,23.33,228.88,265.03,,8.83,306.41,103.21,,55.41,63.3,,,-104.93,-71.1,2.18,-176.13,14.87,14.87,0,-35.27,,,6.53,31.44
Eicher Motors,505200,EICHERMOT,Automobiles - Motorcycles / Mopeds,4828.7,33.05,67.57,146.13,49.15,0.02,1070.45,18.21,4256.04,11.87,25.58,31.13,26.17,4001.01,16535.78,23.77,11.04,37.29,43.71,12.67,13.32,26.56,18.84,20.3,24.22,52.14,21.2,20.46,18.91,14.5,14442.18,12.99,3445.72,4001.01,9.28,2354.43,2909.35,2173.75,8.42,5971.44,25.58,23.58,1.06,8098.21,11483.3,15541.02,7.33,24.17
Ekansh Concept,531364,,Miscellaneous,49.26,,34.81,-2.18,0,1.18,4.67,0,23.52,-41.87,9.33,4.7,-7.6,-3.3,43.4,-5.68,32.92,-180.88,,7.73,,,0.59,0.74,-8.1,-38.78,15.58,25.22,-2.95,-35.53,67.32,18.89,7.33,-3.3,0,0.17,-37.1,-43.91,1,-74.55,9.33,11.05,0,-74.54,-25.77,-26.28,1.62,-26.65
Electrost.Cast.,500128,ELECTCAST,Castings & Forgings,193.22,15.54,34.67,12.44,46.22,0.46,227.15,153.92,2004.26,7.04,11.92,15.95,15.76,739.89,7478.01,29.12,22.6,132.05,95.31,32.26,29.67,43.87,8.87,10.87,15.58,223.11,71.73,63.97,8.4,2.78,7275.51,20.06,745.87,740.15,11.76,336.24,565.25,268.37,16.76,375.72,11.92,10.3,0.47,978.65,1647.42,2051.74,2.25,53.05
Elixir Capital,531278,,Finance & Investments,102.3,3.88,24.42,26.9,71.29,0.49,10.63,501.02,15.81,2735,21.12,36.75,77.75,15.3,32.54,18.37,54.47,545.98,18.75,137.05,12.02,34.16,19.18,22.67,37.2,150,25.42,23.3,25.06,653.24,4.32,14.76,-1.38,20.96,23.76,6.03,-16.57,5.78,-4.82,-6.33,21.12,16.62,1.22,-6.48,4.3,8.64,1.23,64.87
Emami,531162,EMAMILTD,Personal Care - Indian,777.05,46.55,47.75,16.58,54.85,0.04,146.75,3.62,891.24,6.61,30.4,32.56,26.43,728.92,3578.09,7.5,5.84,17.73,18.94,19.2,9.96,5.97,28.11,33.12,30.7,82.68,11.17,20.9,22.88,5.06,3405.73,5.33,855.26,724.14,7.73,575.04,750.17,718.79,19.21,1632.58,30.4,27.59,1.03,2171.73,3624.01,4765.56,13.86,44.1
Emerald Leisures,507265,,Hotels,222.6,,47.37,-19.44,69.07,,-2.62,47.18,4.18,-3.69,3.47,6.24,34.77,-9.73,15.79,49.77,4.5,3.95,3.68,3.99,5.28,,,,,150.56,47.69,32.02,-14.11,7.05,14.75,11.29,5.96,-9.73,,-10.5,5.58,-3.74,0.04,2.58,3.47,-0.05,0,2.73,12.11,19.44,,89.04
Endurance Tech.,540153,ENDURANCE,Auto Ancillaries,2681.8,55.43,37.01,48.38,75,0.15,210.15,53.99,2684.78,20.16,15.16,17.61,12.97,680.49,10240.87,16.08,6.4,44.39,9.3,6.24,11.03,12.88,14.43,12.86,14.49,61.08,18.47,21.75,9.27,16.32,8804.05,9.04,1036.27,680.49,9.29,538.89,236.97,240.41,-114.94,699.4,15.16,16.67,0.32,2660.63,4293.51,5933.92,7.63,33.69
Engineers India,532178,ENGINERSIN,Engineering - Turnkey Services,264.15,33.34,40.94,7.92,51.32,0.01,115.52,-39.26,805.14,-8.52,23.87,22.55,9.05,445.26,3280.86,1.43,5.79,29.7,10.22,3.86,4.38,-0.29,16.49,16.13,21.12,119.48,49.41,18.88,9.75,-1.48,3330.14,12.05,309.9,445.26,5.92,335.91,188.06,-147.2,33.67,63.7,23.87,24.99,1.14,157.56,704.6,1852.39,6.58,22.07
Epigral,543332,EPIGRAL,Chlor Alkali / Soda Ash,1501.4,31.88,27.03,47.12,71.49,0.77,76.67,-0.17,524.63,-6.68,26.2,17.49,24.95,195.83,1929.19,32.54,22.12,-44.58,24.76,1.9,16.67,,29.76,30.17,16.86,49.29,,,7.49,-11.84,2188.4,25.56,689,195.79,,202.92,-0.74,209.71,-10.85,36.49,26.2,22.02,0.33,1307.67,1701.57,,5.01,47.64
Equitas Sma. Fin,543243,EQUITASBNK,Banks - Private Sector,91.93,13.11,12.51,7.04,0,5.5,207.62,9.25,1444.65,25,8.54,10.35,48.69,798.96,5486.4,19.76,21.04,39.28,27.64,30.56,33.79,,11.85,12.09,15.49,0.29,12.22,,2.29,31.83,4161.88,27.88,1800.91,798.96,,456.34,3938.15,-1260.9,-888.26,2745.74,8.54,8.72,1.09,3459.68,5943.24,7955.29,2,-18.95
ERIS Lifescience,540596,ERIS,Pharmaceuticals - Indian - Formulations,1033.8,35.87,27.56,28.82,54.9,1.08,79.63,15.42,550.93,36.78,17.72,11.34,33.59,391.98,2009.15,18.36,15.39,5.95,3.57,6.23,7.01,19.25,20.51,18.91,16.39,44.05,11.49,15.95,7.59,19.23,1685.15,15.13,538.94,397.05,14.72,362.85,356.85,-549.54,5.15,65.3,17.72,21.07,0.72,1156.01,1802.54,2260.18,5.41,12.32
Esab India,500133,ESABINDIA,Electrodes - Welding Equipment,6059.25,57.13,28.95,105.88,73.72,0.01,44.25,5.71,340.93,13.01,63.95,76.67,18.31,162.98,1243.32,22.21,13.11,21.55,40.85,23.34,26.88,17.27,36.75,48.37,57.56,44.9,47.33,41.19,31.8,13.98,1090.8,15.04,186.87,162.98,11.09,102.01,114.73,97.87,12.24,286.18,63.95,50.12,1.42,354.8,484.36,581.48,30.47,5.56
Escorts Kubota,500495,ESCORTS,Automobiles - Tractors,4162.25,44.1,36.55,94.94,67.64,0.01,251.89,16.37,2093.53,-5.46,14.34,16.08,13.18,1041.36,8849.62,8.05,7.16,54.16,6.23,17.09,33.85,15.62,12.69,10.67,12,82.09,51.36,50.19,9.75,4.99,8428.69,11.44,770.04,1049.08,3.13,757.65,857.82,10.67,90.64,748.43,14.34,18.49,0.43,1288.37,3214.19,3439.96,5.01,45.39
Eveready Inds.,531508,EVEREADY,Dry Cells,398.3,43.27,43.94,9.18,43.21,0.79,8.05,155.94,280.9,-1.84,14.29,16.01,10.68,66.76,1314.28,1.71,-2.69,147.08,-40.48,1.85,-4.73,22.34,28.29,15.12,18.91,18.05,8.03,41.61,6.86,-1.01,1327.73,-0.46,110.09,66.76,1.31,101.36,120.26,12.38,-41.53,255.14,14.29,16.55,0.25,324.46,630.32,781.19,7.49,16.17
Evexia Lifecare,524444,,Trading,2.5,188.69,34.42,0.02,9.26,5.3,2.73,428.92,24.72,-0.24,1.13,0.3,3.5,1.38,56.29,-19.18,-11.79,105.97,1.75,-2.55,6.3,,1.78,1.06,1.26,10.62,-37.94,-10.69,0.16,-19.07,69.55,-15.13,0.58,1.38,,1.54,5,-5.6,-1.07,-8.83,1.13,2.38,0,-4.15,-5.02,-17.03,1.37,5.49
Exide Inds.,500086,EXIDEIND,Auto Ancillaries,578.45,58.08,37.01,10.31,45.99,0.09,185.7,2.56,4172.9,13.49,10.32,10.15,10.87,846.78,16769.73,17.42,2.64,7.06,1.77,1.85,0.79,4.65,16.79,18.78,7.05,130.37,47.01,23.33,5.18,11.22,15078.16,5.97,1593.39,882.82,7.35,1509.63,-339.67,-216.82,-60.68,-1159.48,10.32,12.42,0.35,2360.9,6243.22,8844.34,3.82,70.71
Fairchem Organic,543252,FAIRCHEMOR,Chemicals,1393,44.76,42.14,31.1,58.88,0.03,11.76,-0.84,160.56,5.7,26.21,19.39,10.78,40.5,621.47,16.15,,-6.96,-1.56,,,,,21.07,14.75,12.88,-2.28,,11.97,-4.1,648.04,,72.36,40.5,,45.86,56.82,35.12,0,98.22,26.21,27.11,0.56,164.59,235.35,,6.27,4.77
Family Care,516110,,Healthcare,7.73,3.33,45.18,2.32,18.54,0.06,8.58,560,4.24,-69.01,28.06,15.18,16.85,12.55,40.01,4.2,23.04,138.14,43.02,262.68,86.49,44.21,25.98,24.56,24.1,12.35,-26.94,1.54,17.4,-15.41,47.3,55.74,8.39,12.55,129.2,5.5,-0.78,-6.8,19.08,-6.16,28.06,27.76,0.65,-3.95,-1.34,-2.42,0.72,-11.66
Federal Bank,500469,FEDERALBNK,Banks - Private Sector,187.75,11.85,12.51,15.93,0,10.8,996.17,1.77,6339.22,26.47,6.16,7.56,70.18,3880.43,23565.47,18.08,15.16,22.64,32.64,24.36,23.88,16.41,13.53,14.85,17.54,40.22,29.93,12.36,1.48,32.3,17811.78,15.14,11984.12,3964.04,12.9,2450.06,6114.33,8.35,-3332.18,-1939.15,6.16,6.09,0.53,-853.18,14056.42,16878.13,1.8,24.88
Fermenta Biotec.,506414,,Pharmaceuticals - Indian - Bulk Drugs,197.85,,32.91,-7.84,62.06,0.48,-7.14,-2133.13,97.34,-7.44,3.41,3.06,8.2,-26.14,335.66,-3.69,-3.61,-3.22,,,,,3.94,-3.6,-8.66,46.12,-14.05,-6.08,-4.6,-3.76,348.78,10.77,18.84,-24.01,9.21,12.81,86.21,76.24,19.59,168.85,3.41,7.04,0.63,265.49,362.55,512.15,2.02,18.86
Filatex India,526227,FILATEX,Textiles - Manmade,55.72,22.35,27.58,2.49,64.76,0.19,34.84,87.21,1025.84,-2,20.22,12.65,5.55,110.66,4285.9,24.38,8.32,23.31,-12.59,5.87,14.32,27.62,18.02,15.84,9.61,43.61,2.76,24.23,5.26,-0.42,4303.87,15.65,231.97,110.66,9.25,157.82,98.44,213.83,51.14,529.02,20.22,19.68,0.27,797.5,1255.43,1695.99,2.05,8.72
Fino Payments,543386,FINOPB,Banks - Private Sector,302.35,29.13,12.51,10.36,75,2.45,25.21,14.18,41.4,40.82,7.44,8.68,-775.16,86.22,150.05,94.96,50.94,32.42,59.85,27.59,,,10.97,14.05,15.6,11.16,,,3.5,58.18,94.86,,-980.74,86.22,,36.64,-46.98,-114.13,67.78,-17.98,7.44,4.4,0,244.12,,,4.57,3.68
Firstsour.Solu.,532809,FSL,Computers - Software - Medium / Small,248.77,34.13,38.53,7.31,53.66,0.41,133.5,-5.52,1670.46,7.3,15.69,15.42,15.7,514.22,6336.25,7.66,10.61,0.76,4.03,6.53,9.35,10.52,15.49,16.15,14.55,95.5,8.51,36.63,8.96,5.21,6022.32,8.6,857.79,514.73,7.39,470.08,559.75,743.6,68.72,1934.01,15.69,15.08,1.41,2143.37,3529.34,4244.44,4.73,30.86
Force Motors,500033,FORCEMOT,Automobiles - LCVs / HCVs,8482.7,28.8,27.79,294.54,61.63,0.23,140.29,259.9,2011.21,34.96,8.38,23.77,12.8,388.09,6992.13,52.07,13.87,1119.4,79.99,22.06,11.66,17.96,3.23,5.79,18.79,234.44,83.35,45.55,9.21,39.04,5028.98,12.48,313.21,388.21,13.21,61.52,809.58,274.23,68.42,768.67,8.38,4.94,0.12,1564.61,1981.14,2551.65,4.96,129.64
Fortis Health.,532843,FORTIS,Healthcare,455.3,58.5,45.18,7.93,31.17,0.15,203.14,41.41,1785.88,8.72,10.03,10.38,18.39,587.7,6892.92,19.59,9.05,12.72,136.62,42.87,4.8,16.64,4.47,7.31,7.89,41.11,24.31,28.82,4.99,9.45,6297.63,6.03,1101.34,645.22,7.04,298.31,172.07,366.83,-21.46,1289.02,10.03,7.36,0.22,2787.72,3444.75,3759.12,4.49,5.32
Fundviser Capit.,530197,,Finance & Investments,149,154.59,24.42,0.96,57.67,0,0,100,0.25,933.33,1.47,5.99,59.79,0.44,0.97,59.29,31.15,588.89,122.4,85.56,55.52,10.04,1.11,1.43,4.47,1319.05,138.23,67.98,4.43,340.91,0.22,,-0.01,0.44,-11.28,0.08,-2.78,-0.21,0.22,-1.34,1.47,1.29,0,-1.34,-4.25,-3.67,6.04,134.65
Future Consumer,533400,FCONSUMER,Trading,0.91,,34.42,-0.69,3.49,,-20.57,-11.41,93.67,10.11,-20.07,-10.48,-6.28,-78.11,369.8,-32.16,-37.51,47.17,22.16,,-4.27,,,,,7.06,-53.84,-53.02,-15.66,-2.98,381.15,-22.06,-78.21,-134.68,-7.68,-234.08,0.63,129.58,-13.7,241.31,-20.07,-17.22,0,159.45,287.71,138.54,,1.11
Future Retail,540064,FRETAIL,Trading,2.82,,58.63,-81.98,,,-1078.19,-28.18,2786.4,87.47,5.27,-13.74,-16.28,-4445.43,8541.03,-30.28,-1.77,-74.31,,,,,-9.02,-24.12,-133.88,-1.05,-64.58,-64.05,-15.77,-1.87,20118.32,15.07,2077.33,-3180.03,,-262.92,-228.99,-6275.64,-117.63,-7494.64,5.27,10.57,0,-2294.48,-1465.12,-1487.43,,-21.67
G M D C,532181,GMDCLTD,Mining / Minerals / Metals,413.3,21.29,23.01,19.41,74,0,207.13,-53.15,750.75,-20.82,20.88,13.78,25.43,617.24,2462.88,22.83,5.55,-49.22,17.25,13.39,9.62,3.52,11.7,14.5,10.36,147.19,81.17,42.21,8.64,-29.66,3501.44,6.97,1347.87,617.24,6.72,561.54,-365.5,908.04,8.44,985.36,20.88,13.78,2.77,1521.63,1669.04,2052.36,2.15,-11.47
Gabriel India,505714,GABRIEL,Auto Ancillaries,500.95,38.87,37.01,12.89,55,0.01,52.71,56.13,858.63,16.51,22.13,26.89,8.94,185.16,3342.65,25.41,9.99,40.07,45.63,14.25,12.17,14.91,14.56,16.34,19.71,147.93,58.52,37.68,12.18,12.48,2971.74,11.91,213.69,185.16,10.09,110.21,97.17,48.65,-1.17,165.21,22.13,19.01,0.51,420.25,744.26,940.84,7.13,28.01
GAIL (India),532155,GAIL,Miscellaneous,229.11,15.22,18.17,15.06,51.9,0.28,2474.31,289.28,32756.32,-1.36,15.89,14.64,10.73,9899.22,133228.46,32.42,11.83,76.55,17.3,8.1,17.33,8.02,14.78,14.3,13.95,110.29,32.68,18.44,8.52,-8.54,145668.3,15.51,7502.16,9902.81,7.99,8657.99,98.28,-5548.38,-1276.03,-2968.73,15.89,16.32,2.4,25210.32,42549.08,59301.99,1.96,44.05
Galaxy Surfact.,540935,GALAXYSURF,Chemicals,2982.95,35.12,42.14,85.03,70.91,0.09,77.5,-14.39,929,-5.17,20.03,17.39,12.18,301.47,3794.38,10.89,6.56,-21.03,-0.19,9.46,10.74,,20.15,18.22,14.84,15.39,-1.3,19.5,10.69,-14.6,4443.17,8.4,568.28,301.47,,296.34,362.12,429.09,168.11,641.42,20.03,21.85,0.73,1096.3,1777.2,2205.52,4.91,8.78
Garden Reach Sh.,542011,GRSE,Miscellaneous,2546.15,81.65,91.46,31.19,74.5,0.04,111.6,101.81,1015.73,68.96,23.07,28.42,6.52,357.27,3592.64,46.58,20.98,62.82,30.86,26.49,63.6,11.84,17.46,18.58,23.14,348.5,135.25,85.58,3.4,40.27,2561.15,21.47,152.94,357.27,8.35,216.68,-754.96,1407.97,4.27,242.48,23.07,22.42,0.3,387.64,1530.76,1345.07,17.5,193.84
Garware Hi Tech,500655,GRWRHITECH,Packaging,2394.9,27.37,27.95,87.5,60.72,0.01,57.81,34.22,446.58,27.96,12.87,13.89,16.81,203.29,1677.02,19.25,12.09,25.94,17.6,20.47,37.08,40.38,8.84,9.66,10.42,176.07,37.11,59.8,8.96,16.62,1438.01,9.76,227.19,203.29,7.12,145.72,156.14,151.61,-39.32,371.33,12.87,12.25,0.42,562.32,860.64,1136.27,2.72,52.49
Gateway Distr.,532622,GDL,Miscellaneous,280.35,19,40.42,14.78,,0.46,47.92,44.16,349.28,11.31,8.16,8.62,27.01,184.23,1364.86,43.93,24.91,211.04,7.75,-0.95,-5.13,-0.36,7.4,7.44,6.74,,-0.54,19.12,3.9,20.98,1292.01,2.2,309.32,94.45,6.95,87.48,268.81,253.22,-52.15,633.6,8.16,8.29,0,731.49,877.44,1168.78,2.33,
Gateway Distri,543489,GATEWAY,Miscellaneous,106.56,21.69,40.42,4.91,32.32,0.26,51.55,-22.05,366.08,-0.43,12.47,12.53,23.61,245.36,1496.94,8.69,11.53,4.36,37.82,18.27,30.14,16.74,12.81,13.9,13.52,47.81,,,9.9,7.23,1396.06,10.59,354.91,245.36,10.27,170.08,235.96,315.53,107.54,805.9,12.47,12.21,1.95,980.1,1397.62,,2.86,-10.9
GE Power,532309,GEPIL,Engineering - Turnkey Services,536.95,,40.94,-25.49,68.58,2.36,25.94,120,390.76,13.43,-17.21,-18.42,-12.45,-171.33,1624.76,-21.38,-3.11,60.47,,,,,-17.8,-52.28,-113.72,234.34,16.49,-8.72,-6.29,-9.52,1795.81,-2.88,-312.66,-171.33,-4.61,-116.46,166.74,87,47.94,298.13,-17.21,-2.5,0,311.94,-729.06,-922,52.46,101.86
GE T&D India,522275,GET&D,Electric Equipment,1675,236.47,61.85,7.07,75,0.03,66.29,353.79,913.6,29.95,6.96,22.15,10.07,181.05,3167.91,-2.83,-5.57,8560.28,46.28,-3.65,22.27,4.47,-2.94,0.72,15.64,661.9,126.38,48.68,4.98,14.23,2773.22,-3.46,121.36,181.05,-1.06,-33.35,489.2,-53.77,-26.13,418.78,6.96,3.68,0,489.23,540.21,1239.34,34.51,166.18
General Insuranc,540755,GICRE,Finance & Investments,417.45,10.98,47.23,38.11,85.78,0,2580.42,-5.45,10254.16,-3.77,15.51,15.78,14.86,6685.88,45374.94,-2.25,0.2,-3.21,49.73,24.09,16.87,15.86,9.99,12.78,13.31,119.43,28.99,12.44,3.85,-2.71,46638.29,7.83,6928.7,6685.88,12.79,3557.01,11138.77,11588.83,2251.1,31763.88,15.51,11.19,1.71,31917.47,53818.06,70259.22,1.41,37.42
Genpharmasec,531592,,Trading,2.34,,34.42,0,29.98,0.06,-0.27,-112.38,10.2,63.99,1.52,1.52,0.13,-0.13,30.41,,,-111.61,,,,,,,-0.33,14.71,-25.81,-23.33,-0.37,19.16,25.52,,0.26,-0.17,,,-2.97,-3.08,0.39,,1.52,1.52,0,,,,2.01,-63.03
Geojit Fin. Ser.,532285,GEOJITFSL,Finance & Investments,101.16,16.72,18.61,6.06,54.59,0.48,51.91,77.29,208.13,87.81,20.05,18.79,38.05,144.69,623.29,13.53,15.14,48.66,5.67,40.16,14.55,38.4,17.68,18.42,18.61,118.72,6.12,25.96,8.93,39.47,446.89,10.94,155.29,149.38,10.46,113.01,-143.04,15.16,-39.22,-64.93,20.05,19.8,1.48,-3.3,13.23,47.9,2.91,21.51
GHCL,500171,GHCL,Chemicals,556.85,8.92,42.14,82.94,19.04,0.07,124.86,-50.21,823.38,-26.47,24.93,20.63,24.68,598.75,3446.54,11.43,0.62,-44.92,21.77,11.35,6.65,16.44,21.93,24.27,17.27,6.34,26.19,21.59,13.45,-24.27,4550.89,3.1,1502.74,793.9,4.59,613.39,690.58,506.19,-82.54,1502.74,24.93,21.78,2.15,2296.63,3542.03,4661.69,1.79,-6.64
Gillette India,507815,GILLETTE,Personal Care - Multinational,7397.65,62.23,61.03,118.91,75,0,99.09,-3.52,680.74,9.96,51.41,52.01,22.88,387.48,2607.19,13.84,8.12,16.88,15.55,8.9,7.5,15.03,34.46,36.74,38.49,44.41,9.61,0.68,20.14,8.16,2256.16,5.05,482.86,355.68,5.69,288.19,383.99,345.21,124.6,1082.19,51.41,47.93,1.15,1367.29,1726.69,2211.78,23.39,6.81
Gland Pharma,543245,GLAND,Pharmaceuticals - Indian - Formulations,2031.8,43.26,27.56,46.9,57.86,0.04,192.42,69.8,1537.45,95.85,17.71,13.58,23.53,772.46,5664.72,17.83,,-5.87,-8.15,,,,,12.49,9.26,73.79,-19.66,,7.95,56.29,3624.6,,1024.85,772.46,,911.67,599.31,140.99,1590.08,1009.35,17.71,20.28,0.97,2151.54,3457.41,,3.83,-3.68
